question,options,correct_letter,original_letter,original_correct,word_perturbed_question,word_letter,word_perturbed_correct,char_perturbed_question,char_letter,char_perturbed_correct,clare_perturbed_question,clare_letter,clare_perturbed_correct,perturbation_pct
"A girl comes with symptoms of involuntary movements. Sydenham's chorea and acute rheumatic fever is suspected. Other major criteria of rheumatic fever (ahritis, skin rashes, subcutaneous nodules and carditis) were absent. No evidence of sore throat. Best investigation to prove rheumatic etiology is:","['Antistreptolysin S', 'Antistreptolysin O', 'Throat culture', 'PCR for M protein']",B,D,0,"angstrom missy ejaculate with symptom of unvoluntary motion. Sydenham's chorea and ague creaky febrility is suspect. former Major standard of creaky pyrexia (ahritis, shin blizzard, hypodermic tubercle and carditis) were remove. nobelium manifest of huffy pharynx. easily probe to show arthritic aetiology is:",B,1,"A giDl ocmes with symptos of inQvoluntary movemens. SydenhaOm's cohrea and cute rheumatci fHever is suspeced. Othre majo criteXria of rheumatc fver (aVhritis, ekin prashes, subcutaneos noduleX and carditiN) were asent. Nao evdence of Tore htroat. Gest investiVgation to porve rheuamtic etoilogy is:",B,1,"A girl comes back with symptoms of involuntary movements. Sydenham's chorea and acute rheumatic fever is clinically suspected. Other major criteria of rheumatic fever (ahritis, skin tear, subcutaneous nodules and carditis) were absent. No evidence of sore throat. Best investigation to prove rheumatic etiology is:",D,0,90
Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical site?,"['1:20000', '1:50000', '1:80000', '1:100000']",B,A,0,assiduity of epinephrin in local anesthetic solvent for achieve hemostasia & vasoconstriction at operative place?,A,0,Concenrtation of adrealine in loKcal anVaesthetic msolution for achiveing Eaemostasis & vasoconstrcition at surgicsal sie?,A,0,Concentration of adrenaline in local anaesthetic oral solution for achieving haemostasis & vasoconstriction at surgical site?,A,0,90
Following are the essential amino acids:,"['Phenylalanine, Tryptophan, Lysine', 'Phenylalanine, Asparagine, Methionine', 'Phenylalanine, Valine, Glycine', 'Histidine, Glutamine, Valine']",A,A,1,be are the all-important aminic pane:,A,1,Flolowing are the essentiEal maino bacids:,A,1,Following are the standard amino acids:,B,0,90
A patient of septic shock was given intravenous norepinephrine. The response to this drug is best checked by:,"['Increase in hea rate', 'Decrease in hea rate', 'Increase in mean aerial pressure', 'Decreased renal perfusion and reduced urine output']",C,C,1,a patient of infected impact was consecrate endovenous noradrenaline. The reception to this dose is secure tick by:,A,0,A ptaient of setpic sohck was give intwravenous norepinephine. Th respnose to this dBug is bemt cYhecked by:,C,1,A patient of septic shock was given intravenous fluid. The response to this drug is best checked by:,C,1,90
Which of the following is not used as an antiflux?,"['Graphite', 'Boric acid', 'Iron oxide', 'Calcium carbonate with alcohol']",B,D,0,Which of the espouse is not practice as an antiflux?,D,0,Whihc of the bollowing is not Mused as an anutiflux?,D,0,Which of the following is not really used as an antiflux?,D,0,90
Millennium development goal was adopted in which year?,"['1977', '2000', '1984', '2004']",B,B,1,millenary growth finish was adoptive in which yr?,C,0,MiNllennium developemnt gol was adoptd in which yera?,C,0,Millennium development goal was adopted in which this year?,B,1,90
Splinting of cervical root fracture is done for,"['40 days', '4 months', '4 weeks', '14 days']",B,D,0,splint of cervical rootle shift is coiffe for,D,0,Splignting of ecrvical oot frcacture is don for,D,0,Splinting of cervical root fracture is specially done for,D,0,90
"The drug for choice for treatment of infection
involving	non-penicillinase	producing
staphylococcus is:","['Ampicillin', 'Erythromycin', 'Penicillin G', 'Methicillin sodium']",C,C,1,"The dose for pick for intervention of contagion
require	non-penicillinase	create
staphylococci is:",D,0,"he rdug for choicke for treatmnet of iKfection
involing	non-epnicillinase	produciWg
Fstaphylococcus is:",D,0,"The drug for choice for treatment of infection
involving	non-penicillinase	producing
influenza staphylococcus is:",C,1,90
what does not occur in 5'- 3'direction?,"['DNA repair', 'DNA replication', 'RNA editing', 'Transcription']",C,C,1,what does not pass in 5'- 3'direction?,C,1,what does not ocMur in C5'- 3'directCon?,C,1,what does not spontaneously occur in 5'- 3'direction?,C,1,90
"A 60-year old male presents with painful, 141 oupet. vesicles over erythematous plaques in T3 dermatome region of trunk. Which of the following would be the most likely causative organism?","['Varicella zoster', 'Herpes simplex', 'Pox virus', 'Papilloma virus']",A,A,1,"axerophthol 60-year one-time manful acquaint with dreadful, 141 oupet. vesicle over erythematous brass in T3 dermatome neighborhood of proboscis. Which of the pursual would be the most probable causative being?",A,1,"A 6-year odl mahle presenst with panful, 114 oupes. vesiclees over rythematous plaqTues in 3T dermatoMme rgion of rtunk. Wich of the folljwing woudl be the most uikely causativSe organsim?",A,1,"A 60-year old male elephant with painful, 141 oupet. vesicles over erythematous plaques accumulated in T3 dermatome region of trunk. Which of the following would be the most likely causative organism?",A,1,90
"Child is Evasive and dawdling, what could be the child's mother behavior:","['Overprotective mother.', 'Authoritarian mother.', 'Rejecting mother.', 'Underaffectionate mother.']",B,A,0,"youngster is evasive and dalliance, what could be the child's father doings:",D,0,"Chpild is vEasive and dawling, what chuld be the chilV's mothr beqhavior:",A,0,"Child is lying and dawdling, what could be the child's mother behavior:",B,1,90
Which of the following is the least useful for diagnosis of Spondylolisthesis?,"['CT', 'MR', 'X-ray lumbar spine- AP view', 'X-ray lumbar spine- Lateral view']",C,C,1,Which of the pursue is the least utilitarian for diagnosing of spondylolisthesis?,C,1,Whish of the folElowing is the leXst usefuvl for diagnois of Spondylolitshesis?,D,0,Which of the following is the least useful remedy for diagnosis of Spondylolisthesis?,C,1,90
Common sign of occlusal trauma (TFO) is,"['Tooth mobility', 'Fractures of cusps', 'Resorption of alveolar ridge', 'Widening of P.D ligament']",A,A,1,green augury of occlusal injury (TFO) is,B,0,Csommon siRgn of oclcusal rauma (TFB) is,B,0,Common sign of temporal occlusal trauma (TFO) is,A,1,90
"According to the WHO definition of hearing loss, what is the value to classify as profound hearing loss?","['61-71 dB', '>81 dB', '>91 dB', '>101 dB']",B,B,1,"accord to the WHO definition of earshot exit, what is the valuate to assort as unplumbed earshot exit?",A,0,"Acocrding to the HWO definitiJon of heariRg los, what is the vlaue to classiy as proofund heraing oss?",B,1,"According to the WHO definition of hearing loss, what is the value to classify as profound primary hearing loss?",B,1,90
Annealing is also known as:,"['Soft hardening treatment', 'Hard hardening treatment', 'Precipitating heat treatment', 'Stress relieving heat treatment']",A,D,0,normalize is too hump as:,D,0,AnnealiKg is aslo knonw as:,A,1,Annealing is usually also known as:,D,0,90
Indirect retainers are situated:,"['As far anteriorly from the fulcrum line', 'As close to the fulcrum line', 'At the canine region', 'At the mesial marginal ridge of the premolars in the class I case']",A,A,1,indirect retainer are locate:,A,1,nIdirect redtainers are Fsituated:,A,1,Indirect customer retainers are situated:,A,1,90
Under National Health Mission which committee makes plan for village health?,"['Panchayat health committee (PHC)', 'Village health planning and management committee (VHPMC)', 'Village health sanitation and nutrition committee (VHSNC)', 'RogiKalyan Samiti']",C,C,1,nether internal health delegacy which commission construct programme for settlement wellness?,C,1,Unner Naitonal Heath MissiIn which tcommittee mEkes plaJn for viCllage healPh?,C,1,Under National Diet which committee makes plan for village health?,B,0,90
Eutectic mixture of 2.5% lignocaine and 2.5% prilocaine is used for,"['Gow gates technique for mandibular nerve block', 'Gasserion ganglion block', 'Intraputpal anesthesia', 'For anesthetizing intact mucosa']",D,D,1,eutectic motley of ii.five% lignocaine and deuce.V% prilocaine is put-upon for,D,1,Eutecti ixture of 2.5% lignocaiCe and 2.5% prilohcaine is fused for,C,0,Eutectic mixture of 2.5% lignocaine sugar and 2.5% prilocaine is used for,D,1,90
"In a group of 100 people, the average GFR is 85 ml/ min with a standard detion of 25. What is the range for 90% confidence interval?","['81-89', '80-90', '75-95', '70-100']",A,C,0,"in a aggroup of c masses, the norm GFR is lxxxv millilitre/ Min with a banner detion of twenty-five. What is the tramp for XC% self-confidence separation?",A,1,"nI a gruop of 1P0 peoJple, the aevrage GiR is 8U aml/ mi with a stadard deton of 52. Whta is the ranre for 0% cKnfidence intervIal?",B,0,"In a group of 100 people, the average GFR is over 85 ml/ min with a standard detion of 25. What is the range for 90% confidence interval?",C,0,90
Embrasure characterized by a slight to moderate recession of interdental papilla are:,"['Type I', 'Type II', 'Type III', 'Type IV']",B,B,1,port characterize by a cold-shoulder to soften recess of interdental papilla are:,B,1,Embrausre chracterized by a slilght to moderase recGssion of inetrdental papilWla are:,C,0,Embrasure characterized by a slight to moderate recession of fresh papilla are:,B,1,90
Scaphoid fracture at waist with retrograde blood supply. Which segment is most susceptible to avascular necrosis?,"['Proximal', 'Distal', 'Middle', 'Scaphoid tubercle']",A,A,1,navicular break at waistline with retrogress pedigree provide. Which section is most susceptible to avascular sphacelus?,A,1,Sacphoid frcture at wist with retrograd blodo upply. WhPich sYgment is most usceptible to avasculrr necrosTis?,A,1,Scaphoid fracture at double waist with retrograde blood supply. Which segment is most susceptible to avascular necrosis?,A,1,90
An elderly male presents with T3NO laryngeal carcinoma. What would be the management?,"['Neoadjuvant chemotherapy followed by radiotherapy', 'Concurrent chemoradiotherapy', 'Radical radiotherapy followed by chemotherapy', 'Radical radiotherapy without chemotherapy']",B,B,1,AN aged virile gift with T3NO laryngeal carcinoma. What would be the direction?,B,1,n elderrly maJle presetns with 3TNO ladyngeal cacinoma. WNat wuold be the manageent?,B,1,An elderly male presents with T3NO laryngeal brain carcinoma. What would be the management?,B,1,90
Which of the following is ture about afferent nerve fibers of pulp,"['Parasympathetic post ganglionic', 'Sympathetic post ganglionic', 'Parasympathetic pre ganglionic', 'Sympathetic preganglionic']",B,D,0,Which of the survey is ture about afferent mettle fibre of mush,D,0,Whiuh of the follwoing is cure about aferent nIrve fbiers of pujp,D,0,Which of it the following is ture about afferent nerve fibers of pulp,D,0,90
"If multiple myeloma is suspected in a patient's history and intraoral radiograph, which of the following radiographs should be taken to confirm the diagnosis?","['Lateral skull', 'Anterior posterior view', 'Lateral oblique', 'Posterior anterior view']",A,A,1,"If multiple myeloma is surmise in a patient's story and intraoral shadowgraph, which of the pursue skiagram should be require to corroborate the diagnosing?",A,1,"fI multipe ymeloma is msuspected in a patiet's istory and intraorla rdiograph, which of the fQllowing radioraphs should be taTen to confim the diagnsis?",A,1,"Any multiple myeloma is suspected in a patient's mitochondrial history and intraoral radiograph, which of the following radiographs should be taken to confirm the diagnosis?",A,1,90
The function of posterior palatal seal is:,"['To aid in balanced occlusion', 'To aid in insertion and removal of complete denture', 'To ensure a complete seal thus helping in retention of a denture', 'Retention of mandibular denture by sealing its posterior margin.']",C,D,0,The role of ulterior palatine cachet is:,B,0,Te functon of opsterior aplatal sela is:,A,0,The function membrane of posterior palatal seal is:,C,1,90
Fibers reaching directly to Purkinje cell of cerebellum arise from which of the following:,"['Vestibular nucleus', 'Inferior olivary nucleus', 'Raphe nucleus', 'Locus ceruleus']",B,B,1,character make now to Purkinje cadre of cerebellum rise from which of the follow:,B,1,FiberIs reaLching diQectly to Pukinje celBl of cLrebellum aris from which of the follXwing:,B,1,Fibers indirectly reaching directly to Purkinje cell of cerebellum arise from which of the following:,B,1,90
Which of the following is the most common symptom of aooiliac occlusive disease?,"['Calf claudication', 'Gluteal claudication', 'Impotence', 'Symptomless']",B,A,0,Which of the follow is the most plebeian symptom of aooiliac stop disease?,A,0,Whih of the fqllowing is the most comVon sympWom of aooilica ocNclusive distease?,A,0,Which of the following is the seventh most common symptom of aooiliac occlusive disease?,B,1,90
